Chile, Death rates (period 1x1), 	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1992           0             0.013842        0.016239        0.015067
  1992           1             0.001104        0.001563        0.001339
  1992           2             0.000672        0.000927        0.000802
  1992           3             0.000361        0.000738        0.000553
  1992           4             0.000300        0.000313        0.000307
  1992           5             0.000219        0.000259        0.000239
  1992           6             0.000289        0.000241        0.000264
  1992           7             0.000223        0.000335        0.000280
  1992           8             0.000244        0.000334        0.000290
  1992           9             0.000205        0.000279        0.000243
  1992          10             0.000179        0.000280        0.000230
  1992          11             0.000187        0.000384        0.000287
  1992          12             0.000208        0.000298        0.000254
  1992          13             0.000213        0.000383        0.000299
  1992          14             0.000276        0.000487        0.000383
  1992          15             0.000332        0.000525        0.000430
  1992          16             0.000432        0.000774        0.000606
  1992          17             0.000400        0.000855        0.000631
  1992          18             0.000353        0.000996        0.000679
  1992          19             0.000421        0.001212        0.000818
  1992          20             0.000446        0.001346        0.000893
  1992          21             0.000432        0.001671        0.001048
  1992          22             0.000596        0.001632        0.001112
  1992          23             0.000469        0.001579        0.001020
  1992          24             0.000396        0.001543        0.000962
  1992          25             0.000505        0.001791        0.001137
  1992          26             0.000562        0.001688        0.001114
  1992          27             0.000457        0.001612        0.001023
  1992          28             0.000634        0.001700        0.001158
  1992          29             0.000510        0.001658        0.001074
  1992          30             0.000510        0.001892        0.001187
  1992          31             0.000646        0.001909        0.001264
  1992          32             0.000542        0.002004        0.001257
  1992          33             0.000637        0.001872        0.001243
  1992          34             0.000840        0.002084        0.001452
  1992          35             0.000949        0.002457        0.001685
  1992          36             0.000916        0.002088        0.001485
  1992          37             0.000944        0.002370        0.001635
  1992          38             0.001362        0.002418        0.001875
  1992          39             0.001246        0.002431        0.001824
  1992          40             0.001126        0.002744        0.001912
  1992          41             0.001739        0.003165        0.002434
  1992          42             0.001619        0.003455        0.002519
  1992          43             0.001872        0.003313        0.002573
  1992          44             0.002112        0.003690        0.002875
  1992          45             0.002287        0.004694        0.003445
  1992          46             0.002511        0.004678        0.003562
  1992          47             0.002417        0.004208        0.003291
  1992          48             0.002611        0.004812        0.003682
  1992          49             0.003423        0.005637        0.004496
  1992          50             0.003302        0.006842        0.005000
  1992          51             0.004067        0.006720        0.005350
  1992          52             0.004413        0.006924        0.005637
  1992          53             0.004483        0.006657        0.005529
  1992          54             0.004757        0.008717        0.006633
  1992          55             0.005357        0.010410        0.007734
  1992          56             0.006289        0.010255        0.008171
  1992          57             0.006787        0.010537        0.008581
  1992          58             0.007148        0.012874        0.009873
  1992          59             0.007686        0.013768        0.010535
  1992          60             0.007231        0.015779        0.011133
  1992          61             0.009435        0.018518        0.013640
  1992          62             0.011143        0.019378        0.015005
  1992          63             0.011411        0.019650        0.015217
  1992          64             0.012872        0.022258        0.017226
  1992          65             0.013378        0.021276        0.017055
  1992          66             0.015412        0.023837        0.019295
  1992          67             0.017265        0.029936        0.023077
  1992          68             0.019284        0.032356        0.025227
  1992          69             0.023081        0.036284        0.028997
  1992          70             0.023692        0.040783        0.031257
  1992          71             0.027043        0.044224        0.034680
  1992          72             0.028678        0.045274        0.036030
  1992          73             0.030277        0.048419        0.038100
  1992          74             0.035492        0.055732        0.044073
  1992          75             0.040228        0.060275        0.048626
  1992          76             0.042422        0.068460        0.053254
  1992          77             0.050510        0.071009        0.059031
  1992          78             0.054455        0.079061        0.064556
  1992          79             0.056734        0.087847        0.069193
  1992          80             0.060404        0.088025        0.071009
  1992          81             0.069785        0.100506        0.081557
  1992          82             0.080042        0.111577        0.091871
  1992          83             0.085451        0.120131        0.098213
  1992          84             0.095095        0.137362        0.110419
  1992          85             0.102068        0.141086        0.115687
  1992          86             0.115471        0.163368        0.131316
  1992          87             0.126407        0.168406        0.139983
  1992          88             0.137280        0.187471        0.153338
  1992          89             0.154556        0.187151        0.164752
  1992          90             0.178301        0.186959        0.180952
  1992          91             0.200781        0.240357        0.212612
  1992          92             0.193097        0.242293        0.207272
  1992          93             0.232412        0.234115        0.232872
  1992          94             0.220832        0.335194        0.248614
  1992          95             0.281912        0.259269        0.276648
  1992          96             0.331222        0.299836        0.323454
  1992          97             0.322759        0.291769        0.315484
  1992          98             0.296375        0.309089        0.299095
  1992          99             0.370153        0.445844        0.386978
  1992         100             0.361468        0.470984        0.385123
  1992         101             0.439078        0.466724        0.445163
  1992         102             0.368032        0.535168        0.404915
  1992         103             0.337630        0.438116        0.359626
  1992         104             0.366205        0.646204        0.434697
  1992         105             0.193673        0.000000        0.130492
  1992         106             0.299775        0.324500        0.307587
  1992         107             1.053001        0.000000        0.914355
  1992         108             1.362862        0.000000        1.016518
  1992         109             0.678733        0.000000        0.454890
  1992         110+            0.742574        0.000000        0.595238
  1993           0             0.012412        0.015060        0.013766
  1993           1             0.001029        0.001372        0.001204
  1993           2             0.000714        0.000599        0.000655
  1993           3             0.000367        0.000469        0.000419
  1993           4             0.000208        0.000379        0.000295
  1993           5             0.000322        0.000282        0.000301
  1993           6             0.000249        0.000359        0.000305
  1993           7             0.000192        0.000341        0.000267
  1993           8             0.000165        0.000359        0.000264
  1993           9             0.000227        0.000269        0.000248
  1993          10             0.000221        0.000318        0.000271
  1993          11             0.000272        0.000302        0.000288
  1993          12             0.000162        0.000329        0.000247
  1993          13             0.000241        0.000371        0.000307
  1993          14             0.000256        0.000483        0.000371
  1993          15             0.000303        0.000546        0.000426
  1993          16             0.000465        0.000749        0.000609
  1993          17             0.000346        0.000970        0.000662
  1993          18             0.000359        0.001119        0.000744
  1993          19             0.000393        0.001256        0.000831
  1993          20             0.000479        0.001529        0.001006
  1993          21             0.000389        0.001536        0.000958
  1993          22             0.000373        0.001428        0.000897
  1993          23             0.000387        0.001831        0.001106
  1993          24             0.000411        0.001639        0.001020
  1993          25             0.000421        0.002035        0.001217
  1993          26             0.000538        0.001837        0.001176
  1993          27             0.000482        0.001958        0.001205
  1993          28             0.000527        0.001784        0.001143
  1993          29             0.000497        0.001842        0.001158
  1993          30             0.000621        0.001904        0.001251
  1993          31             0.000640        0.001910        0.001262
  1993          32             0.000571        0.002017        0.001278
  1993          33             0.000628        0.001851        0.001226
  1993          34             0.000705        0.001894        0.001289
  1993          35             0.000944        0.002257        0.001589
  1993          36             0.000864        0.002335        0.001582
  1993          37             0.001077        0.002411        0.001725
  1993          38             0.001164        0.002353        0.001740
  1993          39             0.001331        0.002636        0.001965
  1993          40             0.001317        0.002791        0.002036
  1993          41             0.001513        0.003058        0.002263
  1993          42             0.001792        0.003384        0.002568
  1993          43             0.001486        0.003257        0.002354
  1993          44             0.001775        0.003440        0.002585
  1993          45             0.002396        0.004552        0.003438
  1993          46             0.002614        0.004492        0.003518
  1993          47             0.002929        0.004926        0.003898
  1993          48             0.002898        0.004954        0.003902
  1993          49             0.003248        0.005211        0.004203
  1993          50             0.003534        0.005856        0.004658
  1993          51             0.004262        0.006390        0.005282
  1993          52             0.003999        0.007782        0.005825
  1993          53             0.005132        0.007566        0.006317
  1993          54             0.004744        0.008354        0.006478
  1993          55             0.005093        0.010075        0.007450
  1993          56             0.005579        0.011016        0.008134
  1993          57             0.006643        0.011914        0.009141
  1993          58             0.007140        0.012528        0.009711
  1993          59             0.007665        0.013904        0.010627
  1993          60             0.008342        0.016056        0.011942
  1993          61             0.008345        0.016332        0.011980
  1993          62             0.010903        0.020175        0.015185
  1993          63             0.011673        0.020313        0.015710
  1993          64             0.012448        0.022314        0.016988
  1993          65             0.014290        0.025047        0.019258
  1993          66             0.015474        0.023365        0.019130
  1993          67             0.016168        0.027827        0.021514
  1993          68             0.017769        0.033135        0.024772
  1993          69             0.021069        0.035347        0.027519
  1993          70             0.024174        0.040435        0.031410
  1993          71             0.025737        0.041467        0.032644
  1993          72             0.029204        0.049718        0.038246
  1993          73             0.030881        0.048209        0.038480
  1993          74             0.032383        0.053078        0.041211
  1993          75             0.040212        0.065406        0.050762
  1993          76             0.043918        0.071365        0.055260
  1993          77             0.050047        0.068788        0.057745
  1993          78             0.055307        0.078487        0.064817
  1993          79             0.061250        0.086759        0.071552
  1993          80             0.061528        0.095643        0.074498
  1993          81             0.065530        0.096309        0.077120
  1993          82             0.080727        0.117960        0.094714
  1993          83             0.088758        0.129938        0.103858
  1993          84             0.087027        0.137634        0.105151
  1993          85             0.106242        0.145457        0.120077
  1993          86             0.116055        0.169195        0.134080
  1993          87             0.126378        0.172578        0.141155
  1993          88             0.143178        0.165818        0.150293
  1993          89             0.161483        0.223634        0.180822
  1993          90             0.175621        0.214040        0.187332
  1993          91             0.180392        0.243209        0.199145
  1993          92             0.224763        0.239531        0.229048
  1993          93             0.218368        0.264310        0.231356
  1993          94             0.238936        0.231316        0.236931
  1993          95             0.270116        0.294071        0.275770
  1993          96             0.287207        0.259777        0.280803
  1993          97             0.273340        0.500463        0.328876
  1993          98             0.343651        0.279614        0.329227
  1993          99             0.386305        0.497782        0.409483
  1993         100             0.364909        0.297210        0.350537
  1993         101             0.409929        0.192215        0.361728
  1993         102             0.304756        0.384714        0.322389
  1993         103             0.268203        0.357640        0.286089
  1993         104             0.475813        0.746965        0.526809
  1993         105             0.221157        0.245902        0.226865
  1993         106             0.527473        0.502092        0.518732
  1993         107             0.000000        0.469116        0.165380
  1993         108             0.000000        0.000000        0.000000
  1993         109             0.697674        0.000000        0.410959
  1993         110+            0.000000        0.805369        0.210896
  1994           0             0.011797        0.013642        0.012739
  1994           1             0.000902        0.001191        0.001050
  1994           2             0.000367        0.000683        0.000528
  1994           3             0.000425        0.000505        0.000466
  1994           4             0.000258        0.000385        0.000323
  1994           5             0.000299        0.000407        0.000354
  1994           6             0.000248        0.000297        0.000273
  1994           7             0.000205        0.000240        0.000223
  1994           8             0.000191        0.000262        0.000227
  1994           9             0.000189        0.000310        0.000251
  1994          10             0.000194        0.000260        0.000227
  1994          11             0.000221        0.000318        0.000270
  1994          12             0.000210        0.000349        0.000281
  1994          13             0.000236        0.000354        0.000296
  1994          14             0.000233        0.000460        0.000348
  1994          15             0.000452        0.000491        0.000472
  1994          16             0.000347        0.000785        0.000569
  1994          17             0.000307        0.001146        0.000732
  1994          18             0.000363        0.001016        0.000693
  1994          19             0.000261        0.001035        0.000653
  1994          20             0.000321        0.001253        0.000793
  1994          21             0.000414        0.001468        0.000943
  1994          22             0.000364        0.001550        0.000953
  1994          23             0.000423        0.001597        0.001006
  1994          24             0.000404        0.001409        0.000904
  1994          25             0.000469        0.001606        0.001033
  1994          26             0.000325        0.001848        0.001077
  1994          27             0.000410        0.001866        0.001126
  1994          28             0.000554        0.001866        0.001196
  1994          29             0.000502        0.001863        0.001169
  1994          30             0.000568        0.001963        0.001253
  1994          31             0.000572        0.001464        0.001011
  1994          32             0.000616        0.002106        0.001344
  1994          33             0.000579        0.002139        0.001342
  1994          34             0.000659        0.001976        0.001303
  1994          35             0.000746        0.002179        0.001449
  1994          36             0.000919        0.002385        0.001639
  1994          37             0.001122        0.002457        0.001773
  1994          38             0.001131        0.002554        0.001822
  1994          39             0.001229        0.002609        0.001898
  1994          40             0.001292        0.002592        0.001924
  1994          41             0.001581        0.003071        0.002308
  1994          42             0.001528        0.003487        0.002479
  1994          43             0.001768        0.003148        0.002441
  1994          44             0.002184        0.003244        0.002704
  1994          45             0.002257        0.004119        0.003164
  1994          46             0.002676        0.005175        0.003885
  1994          47             0.003182        0.005448        0.004273
  1994          48             0.003225        0.005569        0.004364
  1994          49             0.002949        0.005996        0.004437
  1994          50             0.003729        0.006555        0.005103
  1994          51             0.003886        0.006471        0.005137
  1994          52             0.003952        0.007797        0.005791
  1994          53             0.004713        0.008597        0.006585
  1994          54             0.005065        0.008824        0.006892
  1994          55             0.005116        0.009387        0.007164
  1994          56             0.006372        0.010882        0.008505
  1994          57             0.006617        0.011113        0.008729
  1994          58             0.006978        0.012864        0.009762
  1994          59             0.007893        0.014406        0.010994
  1994          60             0.008463        0.015341        0.011720
  1994          61             0.009749        0.017786        0.013491
  1994          62             0.010005        0.017677        0.013495
  1994          63             0.011047        0.020627        0.015465
  1994          64             0.012360        0.020284        0.016052
  1994          65             0.012479        0.022024        0.016856
  1994          66             0.014733        0.026617        0.020194
  1994          67             0.015445        0.027031        0.020783
  1994          68             0.017137        0.030155        0.023070
  1994          69             0.021624        0.033539        0.027025
  1994          70             0.021479        0.038188        0.028988
  1994          71             0.025040        0.043611        0.033250
  1994          72             0.026655        0.048148        0.036014
  1994          73             0.029503        0.050849        0.038818
  1994          74             0.032238        0.051725        0.040693
  1994          75             0.034187        0.053970        0.042527
  1994          76             0.040458        0.066185        0.051088
  1994          77             0.039941        0.065916        0.050538
  1994          78             0.050505        0.075845        0.060777
  1994          79             0.058857        0.084248        0.069106
  1994          80             0.060859        0.095021        0.073974
  1994          81             0.065231        0.096399        0.076839
  1994          82             0.069651        0.097266        0.079842
  1994          83             0.080679        0.124890        0.096908
  1994          84             0.088566        0.120939        0.100122
  1994          85             0.101290        0.132181        0.112077
  1994          86             0.106409        0.155655        0.123320
  1994          87             0.126488        0.162322        0.138279
  1994          88             0.133845        0.166692        0.144086
  1994          89             0.157942        0.198182        0.170253
  1994          90             0.159016        0.190214        0.168433
  1994          91             0.181878        0.240560        0.199194
  1994          92             0.193053        0.222754        0.201652
  1994          93             0.199807        0.258967        0.216547
  1994          94             0.227315        0.253850        0.234644
  1994          95             0.240557        0.251953        0.243530
  1994          96             0.281429        0.268553        0.278417
  1994          97             0.241495        0.349966        0.265471
  1994          98             0.250316        0.327474        0.267918
  1994          99             0.326870        0.401704        0.343227
  1994         100             0.398384        0.225600        0.363000
  1994         101             0.382552        0.342319        0.373072
  1994         102             0.209099        0.547758        0.282689
  1994         103             0.478064        0.112212        0.401133
  1994         104             0.451399        0.000000        0.351021
  1994         105             0.450644        0.000000        0.356355
  1994         106             0.564228        0.331492        0.505121
  1994         107             0.404313        0.805910        0.538479
  1994         108             0.000000        0.842697        0.215440
  1994         109             1.196411        0.000000        1.027397
  1994         110+            0.267142        0.000000        0.182871
  1995           0             0.010515        0.012603        0.011581
  1995           1             0.001294        0.001284        0.001289
  1995           2             0.000574        0.000650        0.000613
  1995           3             0.000316        0.000500        0.000410
  1995           4             0.000453        0.000448        0.000450
  1995           5             0.000200        0.000336        0.000270
  1995           6             0.000251        0.000234        0.000242
  1995           7             0.000208        0.000253        0.000231
  1995           8             0.000191        0.000290        0.000242
  1995           9             0.000175        0.000285        0.000230
  1995          10             0.000222        0.000214        0.000218
  1995          11             0.000235        0.000186        0.000210
  1995          12             0.000205        0.000254        0.000230
  1995          13             0.000257        0.000334        0.000296
  1995          14             0.000301        0.000576        0.000441
  1995          15             0.000283        0.000743        0.000517
  1995          16             0.000316        0.000659        0.000489
  1995          17             0.000321        0.000814        0.000570
  1995          18             0.000352        0.001067        0.000713
  1995          19             0.000354        0.001258        0.000810
  1995          20             0.000448        0.001247        0.000851
  1995          21             0.000354        0.001416        0.000891
  1995          22             0.000431        0.001754        0.001094
  1995          23             0.000404        0.001672        0.001033
  1995          24             0.000365        0.001582        0.000969
  1995          25             0.000437        0.001412        0.000922
  1995          26             0.000436        0.001691        0.001058
  1995          27             0.000480        0.001794        0.001129
  1995          28             0.000532        0.001912        0.001210
  1995          29             0.000498        0.001739        0.001106
  1995          30             0.000556        0.001788        0.001159
  1995          31             0.000431        0.001967        0.001185
  1995          32             0.000699        0.001774        0.001227
  1995          33             0.000624        0.002090        0.001341
  1995          34             0.000780        0.002085        0.001418
  1995          35             0.000946        0.001975        0.001450
  1995          36             0.000909        0.002068        0.001477
  1995          37             0.001112        0.002585        0.001835
  1995          38             0.001225        0.002571        0.001882
  1995          39             0.001185        0.002805        0.001972
  1995          40             0.001190        0.002965        0.002052
  1995          41             0.001436        0.003005        0.002199
  1995          42             0.001518        0.003579        0.002524
  1995          43             0.001616        0.003714        0.002634
  1995          44             0.002185        0.003902        0.003023
  1995          45             0.002017        0.004045        0.003012
  1995          46             0.002186        0.004710        0.003415
  1995          47             0.002579        0.005218        0.003856
  1995          48             0.003100        0.006264        0.004625
  1995          49             0.003303        0.006411        0.004813
  1995          50             0.003329        0.006951        0.005097
  1995          51             0.003387        0.006476        0.004888
  1995          52             0.004114        0.008076        0.006029
  1995          53             0.004315        0.008641        0.006380
  1995          54             0.005420        0.009324        0.007297
  1995          55             0.005720        0.009781        0.007691
  1995          56             0.005860        0.010805        0.008229
  1995          57             0.006457        0.011948        0.009053
  1995          58             0.006768        0.013361        0.009863
  1995          59             0.007380        0.014194        0.010595
  1995          60             0.009285        0.016373        0.012652
  1995          61             0.009287        0.017944        0.013374
  1995          62             0.010252        0.018796        0.014220
  1995          63             0.011106        0.021862        0.015996
  1995          64             0.013925        0.023514        0.018340
  1995          65             0.012808        0.023789        0.017909
  1995          66             0.014037        0.027169        0.020032
  1995          67             0.016565        0.030383        0.022872
  1995          68             0.016974        0.027232        0.021669
  1995          69             0.018815        0.033604        0.025516
  1995          70             0.022126        0.040751        0.030515
  1995          71             0.025159        0.041422        0.032418
  1995          72             0.029655        0.047228        0.037367
  1995          73             0.030195        0.047815        0.037804
  1995          74             0.035891        0.060819        0.046655
  1995          75             0.033784        0.056303        0.043439
  1995          76             0.039119        0.059728        0.047699
  1995          77             0.044174        0.065102        0.052711
  1995          78             0.051371        0.076507        0.061499
  1995          79             0.056371        0.084602        0.067646
  1995          80             0.056259        0.095446        0.071197
  1995          81             0.065951        0.097610        0.077855
  1995          82             0.074127        0.107704        0.086387
  1995          83             0.076064        0.120313        0.092009
  1995          84             0.089601        0.126023        0.102642
  1995          85             0.100575        0.142258        0.115116
  1995          86             0.106952        0.152583        0.122451
  1995          87             0.122860        0.166352        0.137379
  1995          88             0.134556        0.179621        0.148999
  1995          89             0.147398        0.179702        0.157193
  1995          90             0.161273        0.200545        0.172986
  1995          91             0.176472        0.241853        0.195561
  1995          92             0.207274        0.205895        0.206879
  1995          93             0.205588        0.277433        0.225857
  1995          94             0.223551        0.279749        0.238816
  1995          95             0.225992        0.326355        0.252791
  1995          96             0.227753        0.289665        0.243382
  1995          97             0.292900        0.301612        0.294866
  1995          98             0.347059        0.274771        0.331592
  1995          99             0.285425        0.447225        0.321178
  1995         100             0.375207        0.347330        0.369280
  1995         101             0.409582        0.127914        0.346076
  1995         102             0.335967        0.417869        0.355476
  1995         103             0.428094        0.524109        0.447618
  1995         104             0.228102        0.137049        0.205362
  1995         105             0.324675        0.357356        0.333386
  1995         106             0.612662        0.319829        0.541796
  1995         107             0.182704        0.575816        0.277393
  1995         108             0.000000        0.000000        0.000000
  1995         109             0.834492        0.000000        0.598504
  1995         110+            0.287908        0.659341        0.400802
  1996           0             0.010705        0.012914        0.011835
  1996           1             0.000849        0.001123        0.000989
  1996           2             0.000326        0.000516        0.000423
  1996           3             0.000343        0.000436        0.000391
  1996           4             0.000264        0.000317        0.000291
  1996           5             0.000240        0.000314        0.000278
  1996           6             0.000207        0.000294        0.000251
  1996           7             0.000182        0.000262        0.000222
  1996           8             0.000182        0.000275        0.000230
  1996           9             0.000169        0.000270        0.000220
  1996          10             0.000206        0.000314        0.000261
  1996          11             0.000181        0.000261        0.000222
  1996          12             0.000227        0.000298        0.000263
  1996          13             0.000205        0.000444        0.000326
  1996          14             0.000258        0.000557        0.000409
  1996          15             0.000196        0.000586        0.000393
  1996          16             0.000292        0.000752        0.000525
  1996          17             0.000367        0.000877        0.000625
  1996          18             0.000487        0.001022        0.000757
  1996          19             0.000326        0.001272        0.000804
  1996          20             0.000345        0.001433        0.000892
  1996          21             0.000366        0.001605        0.000990
  1996          22             0.000362        0.001707        0.001040
  1996          23             0.000480        0.001702        0.001092
  1996          24             0.000323        0.001645        0.000979
  1996          25             0.000349        0.001516        0.000928
  1996          26             0.000395        0.001840        0.001113
  1996          27             0.000510        0.001558        0.001029
  1996          28             0.000481        0.001589        0.001028
  1996          29             0.000533        0.001715        0.001114
  1996          30             0.000545        0.002291        0.001400
  1996          31             0.000579        0.001770        0.001162
  1996          32             0.000669        0.001881        0.001264
  1996          33             0.000777        0.001738        0.001249
  1996          34             0.000891        0.002082        0.001474
  1996          35             0.000670        0.002224        0.001430
  1996          36             0.000722        0.002142        0.001417
  1996          37             0.000872        0.002119        0.001483
  1996          38             0.001279        0.002747        0.001999
  1996          39             0.001212        0.002624        0.001901
  1996          40             0.001300        0.002706        0.001983
  1996          41             0.001256        0.002857        0.002034
  1996          42             0.001364        0.003544        0.002426
  1996          43             0.001671        0.003399        0.002515
  1996          44             0.001753        0.003853        0.002771
  1996          45             0.002000        0.004276        0.003110
  1996          46             0.002130        0.004151        0.003123
  1996          47             0.002456        0.004597        0.003499
  1996          48             0.002679        0.006026        0.004299
  1996          49             0.003345        0.006303        0.004772
  1996          50             0.003337        0.006508        0.004878
  1996          51             0.003987        0.007670        0.005784
  1996          52             0.004094        0.007368        0.005685
  1996          53             0.004604        0.008263        0.006370
  1996          54             0.004784        0.009687        0.007119
  1996          55             0.005124        0.010055        0.007489
  1996          56             0.006069        0.011073        0.008492
  1996          57             0.005753        0.010774        0.008153
  1996          58             0.005647        0.012546        0.008906
  1996          59             0.007038        0.013483        0.010061
  1996          60             0.008753        0.014441        0.011431
  1996          61             0.009004        0.016542        0.012576
  1996          62             0.009234        0.019025        0.013840
  1996          63             0.011101        0.021856        0.016079
  1996          64             0.011175        0.022546        0.016336
  1996          65             0.013794        0.026181        0.019482
  1996          66             0.014608        0.026147        0.019945
  1996          67             0.015025        0.027164        0.020539
  1996          68             0.017166        0.030803        0.023350
  1996          69             0.018273        0.031149        0.024126
  1996          70             0.020740        0.034937        0.027127
  1996          71             0.024478        0.043488        0.032978
  1996          72             0.027051        0.046964        0.035877
  1996          73             0.029716        0.049675        0.038411
  1996          74             0.031277        0.053458        0.040767
  1996          75             0.035806        0.062723        0.047287
  1996          76             0.038487        0.058651        0.047023
  1996          77             0.041100        0.062071        0.049730
  1996          78             0.049872        0.079220        0.061688
  1996          79             0.054509        0.087808        0.067722
  1996          80             0.058996        0.085684        0.069183
  1996          81             0.064217        0.099557        0.077410
  1996          82             0.069245        0.104484        0.082221
  1996          83             0.080317        0.116218        0.093115
  1996          84             0.091505        0.122480        0.102400
  1996          85             0.105304        0.142642        0.118366
  1996          86             0.102377        0.152111        0.119241
  1996          87             0.121823        0.155652        0.132980
  1996          88             0.135644        0.170317        0.146930
  1996          89             0.152933        0.178899        0.161062
  1996          90             0.161359        0.191040        0.170145
  1996          91             0.169990        0.215325        0.183096
  1996          92             0.193154        0.236504        0.205450
  1996          93             0.212761        0.211490        0.212403
  1996          94             0.213939        0.294999        0.236004
  1996          95             0.253287        0.285243        0.261520
  1996          96             0.244186        0.262079        0.248795
  1996          97             0.265363        0.318831        0.278538
  1996          98             0.321879        0.305584        0.318226
  1996          99             0.290797        0.307464        0.294303
  1996         100             0.290070        0.369928        0.306895
  1996         101             0.293562        0.448040        0.326511
  1996         102             0.397363        0.498649        0.420119
  1996         103             0.297257        0.270068        0.290980
  1996         104             0.290381        0.290839        0.290473
  1996         105             0.179158        0.360902        0.224349
  1996         106             0.815079        0.000000        0.563182
  1996         107             0.349854        0.000000        0.240192
  1996         108             0.469851        0.000000        0.347423
  1996         109             0.336323        0.808625        0.475059
  1996         110+            0.000000        0.000000        0.000000
  1997           0             0.009528        0.011381        0.010477
  1997           1             0.000456        0.000528        0.000493
  1997           2             0.000674        0.000707        0.000691
  1997           3             0.000493        0.000502        0.000498
  1997           4             0.000313        0.000293        0.000303
  1997           5             0.000308        0.000478        0.000395
  1997           6             0.000196        0.000299        0.000248
  1997           7             0.000156        0.000375        0.000268
  1997           8             0.000217        0.000296        0.000257
  1997           9             0.000233        0.000264        0.000249
  1997          10             0.000295        0.000306        0.000300
  1997          11             0.000268        0.000344        0.000306
  1997          12             0.000263        0.000285        0.000274
  1997          13             0.000184        0.000290        0.000238
  1997          14             0.000270        0.000396        0.000334
  1997          15             0.000313        0.000474        0.000394
  1997          16             0.000343        0.000563        0.000455
  1997          17             0.000376        0.000769        0.000575
  1997          18             0.000453        0.000811        0.000634
  1997          19             0.000323        0.001087        0.000708
  1997          20             0.000371        0.001480        0.000929
  1997          21             0.000388        0.001302        0.000847
  1997          22             0.000325        0.001450        0.000891
  1997          23             0.000459        0.001548        0.001007
  1997          24             0.000431        0.001722        0.001077
  1997          25             0.000338        0.001627        0.000978
  1997          26             0.000374        0.001543        0.000954
  1997          27             0.000471        0.001613        0.001038
  1997          28             0.000461        0.001810        0.001129
  1997          29             0.000548        0.001844        0.001188
  1997          30             0.000510        0.001711        0.001100
  1997          31             0.000577        0.002014        0.001281
  1997          32             0.000601        0.002110        0.001339
  1997          33             0.000628        0.002191        0.001395
  1997          34             0.000753        0.002013        0.001373
  1997          35             0.000875        0.001931        0.001391
  1997          36             0.000745        0.002319        0.001515
  1997          37             0.000888        0.002317        0.001588
  1997          38             0.000973        0.002295        0.001621
  1997          39             0.000986        0.002532        0.001744
  1997          40             0.001148        0.002865        0.001986
  1997          41             0.001385        0.003035        0.002187
  1997          42             0.001468        0.003360        0.002388
  1997          43             0.001520        0.003538        0.002504
  1997          44             0.001803        0.003913        0.002833
  1997          45             0.001940        0.003916        0.002898
  1997          46             0.001990        0.004162        0.003050
  1997          47             0.001999        0.004423        0.003190
  1997          48             0.002613        0.004537        0.003551
  1997          49             0.003088        0.005788        0.004395
  1997          50             0.003413        0.006711        0.005004
  1997          51             0.003822        0.006767        0.005254
  1997          52             0.003761        0.007322        0.005499
  1997          53             0.004486        0.007897        0.006143
  1997          54             0.004064        0.008161        0.006039
  1997          55             0.005290        0.009949        0.007503
  1997          56             0.004983        0.010482        0.007614
  1997          57             0.005957        0.010466        0.008136
  1997          58             0.006364        0.011209        0.008676
  1997          59             0.007728        0.013448        0.010428
  1997          60             0.006651        0.013152        0.009697
  1997          61             0.008723        0.014858        0.011604
  1997          62             0.009486        0.017354        0.013203
  1997          63             0.010280        0.017727        0.013770
  1997          64             0.010801        0.020701        0.015368
  1997          65             0.012072        0.023571        0.017282
  1997          66             0.012681        0.024413        0.018053
  1997          67             0.015849        0.028562        0.021703
  1997          68             0.015290        0.028540        0.021277
  1997          69             0.019901        0.031706        0.025218
